Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
Luton,E06000032,Upper tier local authority,2020-03-28,10,96
Liverpool,E08000012,Upper tier local authority,2020-03-28,27,227
Lincolnshire,E10000019,Upper tier local authority,2020-03-28,22,129
Lewisham,E09000023,Upper tier local authority,2020-03-28,21,269
Leicestershire,E10000018,Upper tier local authority,2020-03-28,15,190
Leicester,E06000016,Upper tier local authority,2020-03-28,11,101
Leeds,E08000035,Upper tier local authority,2020-03-28,25,164
Lancashire,E10000017,Upper tier local authority,2020-03-28,41,347
Lambeth,E09000022,Upper tier local authority,2020-03-28,37,426
Knowsley,E08000011,Upper tier local authority,2020-03-28,10,50
Kirklees,E08000034,Upper tier local authority,2020-03-28,9,69
Kingston upon Thames,E09000021,Upper tier local authority,2020-03-28,6,108
Kent,E10000016,Upper tier local authority,2020-03-28,49,409
Kensington and Chelsea,E09000020,Upper tier local authority,2020-03-28,9,176
Islington,E09000019,Upper tier local authority,2020-03-28,7,158
Isle of Wight,E06000046,Upper tier local authority,2020-03-28,2,15
Hounslow,E09000018,Upper tier local authority,2020-03-28,8,192
Hillingdon,E09000017,Upper tier local authority,2020-03-28,11,196
Hertfordshire,E10000015,Upper tier local authority,2020-03-28,45,479
"Herefordshire, County of",E06000019,Upper tier local authority,2020-03-28,4,31
Havering,E09000016,Upper tier local authority,2020-03-28,6,125
Hartlepool,E06000001,Upper tier local authority,2020-03-28,3,11
Harrow,E09000015,Upper tier local authority,2020-03-28,27,317
Haringey,E09000014,Upper tier local authority,2020-03-28,15,177
Hampshire,E10000014,Upper tier local authority,2020-03-28,79,559
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-03-28,12,173
Halton,E06000006,Upper tier local authority,2020-03-28,9,34
Hackney,E09000012,Upper tier local authority,2020-03-28,12,190
Greenwich,E09000011,Upper tier local authority,2020-03-28,16,195
Gloucestershire,E10000013,Upper tier local authority,2020-03-28,22,155
Gateshead,E08000037,Upper tier local authority,2020-03-28,13,44
Essex,E10000012,Upper tier local authority,2020-03-28,57,478
Enfield,E09000010,Upper tier local authority,2020-03-28,20,226
East Sussex,E10000011,Upper tier local authority,2020-03-28,8,90
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-03-28,2,38
Ealing,E09000009,Upper tier local authority,2020-03-28,20,323
Dudley,E08000027,Upper tier local authority,2020-03-28,17,164
Dorset,E06000059,Upper tier local authority,2020-03-28,8,58
Doncaster,E08000017,Upper tier local authority,2020-03-28,19,77
Devon,E10000008,Upper tier local authority,2020-03-28,13,116
Derbyshire,E10000007,Upper tier local authority,2020-03-28,36,299
Derby,E06000015,Upper tier local authority,2020-03-28,21,144
Darlington,E06000005,Upper tier local authority,2020-03-28,2,16
Cumbria,E10000006,Upper tier local authority,2020-03-28,29,397
Croydon,E09000008,Upper tier local authority,2020-03-28,22,385
Coventry,E08000026,Upper tier local authority,2020-03-28,16,135
County Durham,E06000047,Upper tier local authority,2020-03-28,19,94
Cornwall and the Isles of Scilly,E06000052,Upper tier local authority,2020-03-28,10,84
Cheshire West and Chester,E06000050,Upper tier local authority,2020-03-28,11,68
Cheshire East,E06000049,Upper tier local authority,2020-03-28,8,85
Central Bedfordshire,E06000056,Upper tier local authority,2020-03-28,10,88
Camden,E09000007,Upper tier local authority,2020-03-28,10,202
Cambridgeshire,E10000003,Upper tier local authority,2020-03-28,7,130
Calderdale,E08000033,Upper tier local authority,2020-03-28,5,28
Bury,E08000002,Upper tier local authority,2020-03-28,10,71
Buckinghamshire,E10000002,Upper tier local authority,2020-03-28,21,183
Bromley,E09000006,Upper tier local authority,2020-03-28,32,304
"Bristol, City of",E06000023,Upper tier local authority,2020-03-28,10,103
Brighton and Hove,E06000043,Upper tier local authority,2020-03-28,8,72
Brent,E09000005,Upper tier local authority,2020-03-28,32,427
Bradford,E08000032,Upper tier local authority,2020-03-28,14,86
Bracknell Forest,E06000036,Upper tier local authority,2020-03-28,5,30
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-03-28,7,52
Bolton,E08000001,Upper tier local authority,2020-03-28,11,60
Blackpool,E06000009,Upper tier local authority,2020-03-28,5,22
Blackburn with Darwen,E06000008,Upper tier local authority,2020-03-28,4,22
Birmingham,E08000025,Upper tier local authority,2020-03-28,80,699
Bexley,E09000004,Upper tier local authority,2020-03-28,10,152
Bedford,E06000055,Upper tier local authority,2020-03-28,5,66
Bath and North East Somerset,E06000022,Upper tier local authority,2020-03-28,2,41
Barnsley,E08000016,Upper tier local authority,2020-03-28,14,117
Barnet,E09000003,Upper tier local authority,2020-03-28,34,427
Barking and Dagenham,E09000002,Upper tier local authority,2020-03-28,11,124
Yorkshire and The Humber,E12000003,Region,2020-03-28,205,1476
West Midlands,E12000005,Region,2020-03-28,324,2615
South West,E12000009,Region,2020-03-28,100,971
South East,E12000008,Region,2020-03-28,327,2960
North West,E12000002,Region,2020-03-28,320,2497
North East,E12000001,Region,2020-03-28,111,680
London,E12000007,Region,2020-03-28,573,7669
East of England,E12000006,Region,2020-03-28,181,1764
East Midlands,E12000004,Region,2020-03-28,158,1383
England,E92000001,Nation,2020-03-28,2360,22927
York,E06000014,Upper tier local authority,2020-03-27,5,23
Worcestershire,E10000034,Upper tier local authority,2020-03-27,22,175
Wolverhampton,E08000031,Upper tier local authority,2020-03-27,26,186
Wokingham,E06000041,Upper tier local authority,2020-03-27,11,43
Wirral,E08000015,Upper tier local authority,2020-03-27,14,70
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-03-27,4,63
Wiltshire,E06000054,Upper tier local authority,2020-03-27,17,84
Wigan,E08000010,Upper tier local authority,2020-03-27,13,59
Westminster,E09000033,Upper tier local authority,2020-03-27,13,242
West Sussex,E10000032,Upper tier local authority,2020-03-27,15,158
West Berkshire,E06000037,Upper tier local authority,2020-03-27,5,49
Warwickshire,E10000031,Upper tier local authority,2020-03-27,16,182
Warrington,E06000007,Upper tier local authority,2020-03-27,10,32
Wandsworth,E09000032,Upper tier local authority,2020-03-27,30,342
Waltham Forest,E09000031,Upper tier local authority,2020-03-27,27,188
Walsall,E08000030,Upper tier local authority,2020-03-27,19,160
Wakefield,E08000036,Upper tier local authority,2020-03-27,8,66
Trafford,E08000009,Upper tier local authority,2020-03-27,8,91
Tower Hamlets,E09000030,Upper tier local authority,2020-03-27,22,187
Torbay,E06000027,Upper tier local authority,2020-03-27,6,33
Thurrock,E06000034,Upper tier local authority,2020-03-27,11,57
Telford and Wrekin,E06000020,Upper tier local authority,2020-03-27,8,40
Tameside,E08000008,Upper tier local authority,2020-03-27,8,68
Swindon,E06000030,Upper tier local authority,2020-03-27,3,30
Sutton,E09000029,Upper tier local authority,2020-03-27,21,141
Surrey,E10000030,Upper tier local authority,2020-03-27,54,473
Sunderland,E08000024,Upper tier local authority,2020-03-27,9,73
Suffolk,E10000029,Upper tier local authority,2020-03-27,20,115
Stoke-on-Trent,E06000021,Upper tier local authority,2020-03-27,3,33
Stockton-on-Tees,E06000004,Upper tier local authority,2020-03-27,8,33
Stockport,E08000007,Upper tier local authority,2020-03-27,8,96
Staffordshire,E10000028,Upper tier local authority,2020-03-27,35,268
St. Helens,E08000013,Upper tier local authority,2020-03-27,14,65
Southwark,E09000028,Upper tier local authority,2020-03-27,49,390
Southend-on-Sea,E06000033,Upper tier local authority,2020-03-27,7,42
Southampton,E06000045,Upper tier local authority,2020-03-27,13,69
South Tyneside,E08000023,Upper tier local authority,2020-03-27,7,27
South Gloucestershire,E06000025,Upper tier local authority,2020-03-27,6,59
Somerset,E10000027,Upper tier local authority,2020-03-27,8,50
Solihull,E08000029,Upper tier local authority,2020-03-27,16,94
Slough,E06000039,Upper tier local authority,2020-03-27,11,103
Shropshire,E06000051,Upper tier local authority,2020-03-27,10,80
Sheffield,E08000019,Upper tier local authority,2020-03-27,27,452
Sefton,E08000014,Upper tier local authority,2020-03-27,17,79
Sandwell,E08000028,Upper tier local authority,2020-03-27,19,161
Salford,E08000006,Upper tier local authority,2020-03-27,13,109
Rotherham,E08000018,Upper tier local authority,2020-03-27,10,85
Rochdale,E08000005,Upper tier local authority,2020-03-27,11,76
Richmond upon Thames,E09000027,Upper tier local authority,2020-03-27,19,121
Redcar and Cleveland,E06000003,Upper tier local authority,2020-03-27,10,30
Redbridge,E09000026,Upper tier local authority,2020-03-27,21,156
Reading,E06000038,Upper tier local authority,2020-03-27,2,44
Portsmouth,E06000044,Upper tier local authority,2020-03-27,3,73
Plymouth,E06000026,Upper tier local authority,2020-03-27,3,41
Peterborough,E06000031,Upper tier local authority,2020-03-27,6,32
Oxfordshire,E10000025,Upper tier local authority,2020-03-27,26,190
Oldham,E08000004,Upper tier local authority,2020-03-27,11,97
Nottinghamshire,E10000024,Upper tier local authority,2020-03-27,31,198
Nottingham,E06000018,Upper tier local authority,2020-03-27,9,97
Northumberland,E06000057,Upper tier local authority,2020-03-27,7,54
Northamptonshire,E10000021,Upper tier local authority,2020-03-27,20,169
North Yorkshire,E10000023,Upper tier local authority,2020-03-27,18,107
North Tyneside,E08000022,Upper tier local authority,2020-03-27,11,48
North Somerset,E06000024,Upper tier local authority,2020-03-27,6,37
North Lincolnshire,E06000013,Upper tier local authority,2020-03-27,2,15
North East Lincolnshire,E06000012,Upper tier local authority,2020-03-27,3,20
Norfolk,E10000020,Upper tier local authority,2020-03-27,20,134
Newham,E09000025,Upper tier local authority,2020-03-27,38,232
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-03-27,20,145
Milton Keynes,E06000042,Upper tier local authority,2020-03-27,10,98
Middlesbrough,E06000002,Upper tier local authority,2020-03-27,7,31
Merton,E09000024,Upper tier local authority,2020-03-27,24,196
Medway,E06000035,Upper tier local authority,2020-03-27,8,84
Manchester,E08000003,Upper tier local authority,2020-03-27,14,117
Luton,E06000032,Upper tier local authority,2020-03-27,11,86
Liverpool,E08000012,Upper tier local authority,2020-03-27,27,200
Lincolnshire,E10000019,Upper tier local authority,2020-03-27,17,107
Lewisham,E09000023,Upper tier local authority,2020-03-27,34,248
Leicestershire,E10000018,Upper tier local authority,2020-03-27,15,175
Leicester,E06000016,Upper tier local authority,2020-03-27,8,90
Leeds,E08000035,Upper tier local authority,2020-03-27,21,139
Lancashire,E10000017,Upper tier local authority,2020-03-27,44,306
Lambeth,E09000022,Upper tier local authority,2020-03-27,35,389
Knowsley,E08000011,Upper tier local authority,2020-03-27,7,40
Kirklees,E08000034,Upper tier local authority,2020-03-27,10,60
Kingston upon Thames,E09000021,Upper tier local authority,2020-03-27,11,102
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-03-27,1,12
Kent,E10000016,Upper tier local authority,2020-03-27,56,360
Kensington and Chelsea,E09000020,Upper tier local authority,2020-03-27,20,167
Islington,E09000019,Upper tier local authority,2020-03-27,14,151
Isle of Wight,E06000046,Upper tier local authority,2020-03-27,1,13
Hounslow,E09000018,Upper tier local authority,2020-03-27,26,184
Hillingdon,E09000017,Upper tier local authority,2020-03-27,24,185
Hertfordshire,E10000015,Upper tier local authority,2020-03-27,51,434
"Herefordshire, County of",E06000019,Upper tier local authority,2020-03-27,2,27
Havering,E09000016,Upper tier local authority,2020-03-27,10,119
Hartlepool,E06000001,Upper tier local authority,2020-03-27,2,8
Harrow,E09000015,Upper tier local authority,2020-03-27,40,290
Haringey,E09000014,Upper tier local authority,2020-03-27,17,162
Hampshire,E10000014,Upper tier local authority,2020-03-27,58,480
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-03-27,8,161
Halton,E06000006,Upper tier local authority,2020-03-27,7,25
Hackney,E09000012,Upper tier local authority,2020-03-27,14,178
Greenwich,E09000011,Upper tier local authority,2020-03-27,17,179
Gloucestershire,E10000013,Upper tier local authority,2020-03-27,16,133
Gateshead,E08000037,Upper tier local authority,2020-03-27,4,31
Essex,E10000012,Upper tier local authority,2020-03-27,69,421
Enfield,E09000010,Upper tier local authority,2020-03-27,15,206
East Sussex,E10000011,Upper tier local authority,2020-03-27,13,82
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-03-27,3,36
Ealing,E09000009,Upper tier local authority,2020-03-27,33,303
Dudley,E08000027,Upper tier local authority,2020-03-27,14,147
Dorset,E06000059,Upper tier local authority,2020-03-27,6,50
Doncaster,E08000017,Upper tier local authority,2020-03-27,4,58
Devon,E10000008,Upper tier local authority,2020-03-27,12,103
Derbyshire,E10000007,Upper tier local authority,2020-03-27,28,263
Derby,E06000015,Upper tier local authority,2020-03-27,8,123
Darlington,E06000005,Upper tier local authority,2020-03-27,2,14
Cumbria,E10000006,Upper tier local authority,2020-03-27,51,368
Croydon,E09000008,Upper tier local authority,2020-03-27,42,363
Coventry,E08000026,Upper tier local authority,2020-03-27,13,119
County Durham,E06000047,Upper tier local authority,2020-03-27,14,75
Cornwall and the Isles of Scilly,E06000052,Upper tier local authority,2020-03-27,15,74
City of London,E09000001,Upper tier local authority,2020-03-27,1,7
Cheshire West and Chester,E06000050,Upper tier local authority,2020-03-27,17,57
Cheshire East,E06000049,Upper tier local authority,2020-03-27,14,77
Central Bedfordshire,E06000056,Upper tier local authority,2020-03-27,12,78
Camden,E09000007,Upper tier local authority,2020-03-27,20,192
Cambridgeshire,E10000003,Upper tier local authority,2020-03-27,16,123
Calderdale,E08000033,Upper tier local authority,2020-03-27,6,23
Bury,E08000002,Upper tier local authority,2020-03-27,9,61
Buckinghamshire,E10000002,Upper tier local authority,2020-03-27,16,162
Bromley,E09000006,Upper tier local authority,2020-03-27,30,272
"Bristol, City of",E06000023,Upper tier local authority,2020-03-27,13,93
Brighton and Hove,E06000043,Upper tier local authority,2020-03-27,9,64
Brent,E09000005,Upper tier local authority,2020-03-27,47,395
Bradford,E08000032,Upper tier local authority,2020-03-27,21,72
Bracknell Forest,E06000036,Upper tier local authority,2020-03-27,2,25
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-03-27,9,45
Bolton,E08000001,Upper tier local authority,2020-03-27,7,49
Blackpool,E06000009,Upper tier local authority,2020-03-27,2,17
Blackburn with Darwen,E06000008,Upper tier local authority,2020-03-27,4,18
Birmingham,E08000025,Upper tier local authority,2020-03-27,70,619
Bexley,E09000004,Upper tier local authority,2020-03-27,19,142
Bedford,E06000055,Upper tier local authority,2020-03-27,15,61
Bath and North East Somerset,E06000022,Upper tier local authority,2020-03-27,4,39
Barnsley,E08000016,Upper tier local authority,2020-03-27,14,103
Barnet,E09000003,Upper tier local authority,2020-03-27,54,393
Barking and Dagenham,E09000002,Upper tier local authority,2020-03-27,12,113
Yorkshire and The Humber,E12000003,Region,2020-03-27,153,1271
West Midlands,E12000005,Region,2020-03-27,273,2291
South West,E12000009,Region,2020-03-27,124,871
South East,E12000008,Region,2020-03-27,317,2633
North West,E12000002,Region,2020-03-27,330,2177
North East,E12000001,Region,2020-03-27,101,569
London,E12000007,Region,2020-03-27,807,7096
East of England,E12000006,Region,2020-03-27,238,1583
East Midlands,E12000004,Region,2020-03-27,136,1225
England,E92000001,Nation,2020-03-27,2665,20567
York,E06000014,Upper tier local authority,2020-03-26,1,18
